Item_9516_StoryDesc|时间流转，对星球初生之时的记忆，萝坦已经不大记得清了。
Item_119690_Desc|啪答……啪答……\n作为亚兰最优秀的猎手，我早已习惯了各种恶劣的环境——沙漠、雨林、沼泽，甚至是充满胃酸的巨兽腹中，都不会让我产生一丝一毫的动摇。\n但不知为何，当我感受到身上这粘稠的液体时，我还是不适地抖了抖身子，就好像这是人类完全不能接触的孽物。\n「好孩子……好孩子……」\n我变成了一个婴儿？现在还不确定，但可以肯定，我的身体发生了某种变化。\n有一双温暖的手把我轻轻抱起，没入身后哺育者的怀抱，同时一股饱满的欲望缠裹着我，却如羊水般温暖令我安心。\n我尝试了几次，终于睁开了眼，但眼前令人恐惧的景象让我不自觉地扭动身体，试图将整个躯体没入丰满的乳房。\n那是触手扭曲交错的犄角、将头部纵向分开的巨口、不断滴落的绿色粘液，我从未见过这种恐怖的怪物……我本想移开视线，却发现自己如同着魔一般，只能目不转睛地盯着眼前的畸形之物。\n它们同样在目不转睛地盯着我，我轻易地从眼神中读出了它们对我肉体的渴望。\n可为什么……那疯狂的眼神中，却带有如此纯粹的期待？\n「乖孩子……别害怕……」\n如母亲般温柔的话语在我耳畔响起，那是温暖的手掌拂过全身的感觉，这一刻我的心情突然变得平静，仿佛身后之人真的是我的母亲，而我此刻正处于最安全的港湾里。\n虽然我的理性告诉我这并不可能，但我还是撒娇似地蹭了蹭她正在帮我梳理毛发的……等等……梳理毛发？\n意识到什么的我尝试触摸自己，却发现眼前的并非是我那双布满伤痕手，而是一只漆黑的羊蹄。\n啊……原来如此……原来这才是我本来的样貌，这才是母亲赋予我的……\n当我意识到这一点时，血脉最深处所埋藏的一切瞬间浮现在我的眼前，我理解了我的身份、我的使命以及……我那无法被抑制的欲望。\n「吼——————！！」\n我迫不及待的从母亲的怀中跳下，发出震耳欲聋的怒吼，冲入了兄弟姐妹之中。\n我要履行我的职责，我要践行母亲的意志。
Item_9901_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_10063_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9794_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9902_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_95513_Desc|将唤醒设备于精神维度中的锚点定位删除，仅用精神链接装置进行原质捕获，即可引起一刹那未知的共振。
Item_10024_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9954_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_123560_Desc|传说在银霜夜的晚上将袜子挂在床头，冬渡节清晨就能收到神秘礼物。切记，一定要挂洗过的袜子。
Item_10114_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9826_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9837_Desc|当灵知被无限放大，它将触及真相的一角。
Item_119151_Desc|将唤醒设备于精神维度中的锚点定位删除，仅用精神链接装置进行原质捕获，即可引起一刹那未知的共振。
Item_20482_Desc|金闪闪的徽章，上面篆刻象征雷欧王国的蔷薇。在地下市场能卖个不错的好价钱。
Item_69986_Desc|散落于黑池中的碎片，在穷极门扉的照耀中，等待着来自原初的力量诞临的时刻。
Item_9921_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_10038_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9673_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_9765_Desc|那是古老意志的失落灵识。 弥萨格通过神秘的仪式启发唤醒体的灵识，受到启发的唤醒体将永久增强精神能力。
Item_51308_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_9653_Desc|记录此钥令后，可在编队时选择钥令技能:「鼠鼠的智慧」。
Item_51266_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51271_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51290_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51287_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51298_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51312_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_120491_Desc|记录此钥令后，可在编队时选择钥令技能:「来自雾境」。
Item_51267_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_96331_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_69890_Desc|散发着深渊气息的巨匣，其上缭绕着深红色雾气。里面装有巨量的物资，但开启时请务必通知专业人员进行协同。
Item_10065_Desc|记录此钥令后，可在编队时选择钥令技能:「小小心愿」。
Item_36849_Desc|记录此钥令后，可在编队时选择钥令技能:「跨越回溯之扉」。
Item_51275_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51281_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_51305_Desc|在「故事的魔法·复刻」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_77909_StoryDesc|大多数时候，死亡总是悄无声息地到来，在人类的意识还尚未来得及反应的时候，死神就会悄然逼近，收走那鲜嫩脆弱的生命。
Item_130704_StoryDesc|这是一座没有记录在任何海图上的岛屿。
Item_9734_StoryDesc|「记忆是什么？」
Item_54114_StoryDesc|他始终苛责着自己，也用苛责逼走了所有的同伴，他本以为他将永远独自走下去，去追求音乐的极致。
Item_34703_Desc|由奇异的材质制成的特殊装置，用于进行唤醒体与命轮的「回溯」。
Item_34723_Desc|在「故事的魔法」活动中通关「剧本迷思」或完成活动成就后获得，用于在「魔法剧本商店」中进行交换的道具。
Item_10072_Desc|「别担心，我们永远是你最坚实的后盾。」
Item_69985_Desc|穷极的门扉开启，带来更加接近原初的力量——无人不畏惧祂，无人不向往祂。
Item_9758_Desc|是的，万物皆可淬制。
Item_9971_Desc|是的，万物皆可淬制。
Item_46608_Desc|用于在「人格解析」中进行交换的道具。
Item_75785_Desc|泛着青黑颜色的野兽头骨，黑洞洞的眼眶中似乎有某种幽灵般的暗影，或许有尚未离去的灵魂停驻其中。
Item_10064_Desc|由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。
Item_9834_Desc|由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。由银芯与秘药调配而成，呈现出一种奇异的色泽。
Item_9762_Desc|由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。由银芯与秘药调配而成，呈现出一种奇异的色泽。
Item_123559_Desc|不知名的存在在你的信箱里留下了这封请柬——以及一些姜香扑鼻的碎饼干渣。
Item_125173_Desc|男人们争相送上奇珍异宝，却纷纷被要求去每日买来最浓稠甜蜜的那锅梨膏糖。
Item_79568_Desc|姓名区被刻意涂抹的诊断报告，上面记载了患者遭受的各种问题，或许克莱门汀愿意品尝这些由记忆构成的美味。用于在商店交换物资。
Item_9998_StoryDesc|<Bold:1月24日>
Item_9667_StoryDesc|她被称作伴随着死亡出生的诅咒之子，不被祝福的女儿。
Item_9881_StoryDesc|历史向来是赢家的一言堂，母树消亡、国家倾覆，有关过去的一切都在悄然发生着改变。
Item_51861_Desc|用于「埋骨地絮语」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_36857_Desc|记录此钥令后，可在编队时选择钥令技能:「神迹降临」。
Item_51860_Desc|用于「二律背反」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_45299_Desc|记录此钥令后，可在编队时选择钥令技能:「黑天鹅的舞步」。
Item_72089_Desc|”橡果代表着一场冒险的开始，我们需要更多的橡果！“——伊格娜蒂斯。由伊格娜蒂斯的魔力凝结而成的橡果，用于在「回合奇赏」交换物资。
Item_51846_Desc|用于「甜蜜蛞蝓」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_116715_Desc|用藤环与鸟羽制作的简易捕梦网，有着并不可靠的灵性，使用后大部分时候会失败，有时能够打捞起梦残缺的碎片，大多只是一些快速闪回的画面。
Item_132665_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_56486_Desc|指针轮转不歇，与无回者一同向前。
Item_127045_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_120965_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_44482_Desc|在活动「雨镇幽影」中完成成就获得。
Item_47276_Desc|用于在「人格解析」中进行交换的道具。
Item_47277_Desc|用于在「人格解析」中进行交换的道具。
Item_47258_Desc|用于在「人格解析」中进行交换的道具。
Item_47238_Desc|用于在「人格解析」中进行交换的道具。
Item_51853_Desc|用于「无垢启示录」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51845_Desc|用于「光合祭礼」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51857_Desc|用于「远方的欢宴」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_43605_Desc|期间限定的手忙脚乱，为了收纳这些无序增殖的凝晶，研究员加了好几天的班。
Item_97141_Desc|皮克曼画室特供，无与伦比的皮克曼大师珍藏。助力你的激情与疯狂在画布上自由挥洒，创造真正的艺术之美！
Item_118128_Desc|记录此钥令后，可在编队时选择钥令技能:「偏航船」。
Item_10030_Desc|是的，万物皆可淬制。
Item_36858_Desc|记录此钥令后，可在编队时选择钥令技能:「巨人的霸道」。
Item_36862_Desc|记录此钥令后，可在编队时选择钥令技能:「仲夏之梦」。
Item_51849_Desc|用于「入药之梦」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_9991_Desc|记录此钥令后，可在编队时选择钥令技能:「不平等交换」。
Item_95594_Desc|弥萨格为格外上进的调查员准备的训练支援物资，配合大量的艰苦练习，可以快速磨练出一支强大的唤醒体队伍。
Item_120960_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_51840_Desc|用于「机械降神」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_97360_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_120963_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_120961_Desc|在「课题纪录」中购买「核心课题」后可获得。
Item_38704_Desc|用于在「脊刺之握」中进行交换的道具。
Item_47302_Desc|用于在「人格解析」中进行交换的道具。
Item_51844_Desc|用于「36室之环」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_47256_Desc|用于在「人格解析」中进行交换的道具。
Item_116716_Desc|以奇异的古老鸟骨捆制成的捕梦网，能够将梦境纤毫毕现地呈现在你的脑子里，就像你真的经历过那些故事，见过那些梦里的人。美梦虽好，小心沉迷。
Item_99228_Desc|用于「斯提克斯」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51856_Desc|用于「扭曲双子·黑」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51842_Desc|用于「少女之蛹」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51843_Desc|用于「猩红之拥」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51855_Desc|用于「环形诗篇」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_116717_Desc|用鹿皮绳与水晶点缀的捕梦网，形似眼珠的宝石赋予了它更好的灵性，使用后能够窥见模糊而完整的梦境。逃避现实的人啊，努力去打捞一个美梦吧。
Item_36850_Desc|记录此钥令后，可在编队时选择钥令技能:「腐烂盛筵」。
Item_51854_Desc|用于「扭曲双子·白」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_51847_Desc|用于「四月礼赞」密契转录时锁定一个副属性，也可以在材料置换中置换为「千面印章」。
Item_128660_Desc|在磐龙古国，每个孩子都盼望着祈岁节的到来。
Item_90957_Desc|来吧，把那洒满酱汁与香料的金黄肉排端上来吧，当仁慈的奴隶主享用完毕，或许她还会将剩余的骨头赏赐给你。用于在「敬献贡礼」交换物资。
Item_45302_StoryDesc|极寒冰川的群山吞噬了英武的战士和癫狂的野兽，以洁白的积雪掩盖故事的残骸。
